time_period,process,location,material,capacity,notes
3,chemical transformation,EE,neodynium dysprosium iron alloy,2000000.0,TEA file (assumed same as magnet manufacturing)
3,hydrochloric acid digestion,EE,dysprosium_oxide,40000.0,"Assumed same as subsequent step, process mentions nitric acid a lot but also show HCL in their figure: https://www.hallgartenco.com/pdf/RareEarths/NEO_July2019.pdf"
3,hydrochloric acid digestion,EE,neodynium_oxide,600000.0,"Assumed same as subsequent step, process mentions nitric acid a lot but also show HCL in their figure: https://www.hallgartenco.com/pdf/RareEarths/NEO_July2019.pdf"
3,magnet manufacturing,EE,hp_magnet,2000000.0,"Neo Narva NdFeB plant; 2000 t/yr Phase1A 2025, scaling to 5000"
3,metallothermic reduction,EE,dysprosium,80000,"Neo Silmet Dy metal, https://www.neomaterials.com/neo-opens-state-of-the-art-magnet-facility-europe/#:~:text=Co%2Dfunded%20by%20the%20European,mt/year%20in%20Phase%201B. Not sure if process is indeed metallothermic reduction [S3+S6: Dy Choke & Circular Response: Nominal allied Dy metal scale-up]"
3,molten_salt electrolysis,EE,neodynium,600000.0,"Neo Silmet Nd metal, https://www.neomaterials.com/neo-opens-state-of-the-art-magnet-facility-europe/#:~:text=Co%2Dfunded%20by%20the%20European,mt/year%20in%20Phase%201B. Not sure if process is indeed molten salt electrolysis"
3,sulfuric acid digestion,EE,dysprosium_oxide,0.0,process mentions nitric acid a lot but also show HCL in their figure: https://www.hallgartenco.com/pdf/RareEarths/NEO_July2019.pdf
3,sulfuric acid digestion,EE,neodynium_oxide,0.0,process mentions nitric acid a lot but also show HCL in their figure: https://www.hallgartenco.com/pdf/RareEarths/NEO_July2019.pdf
3,chemical transformation,JP,neodynium dysprosium iron alloy,10000000.0,TEA file (assumed same as magnet manufacturing)
3,magnet manufacturing,JP,hp_magnet,10000000.0,TEA file
3,metallothermic reduction,JP,dysprosium,560000,TEA file [S3+S6: Dy Choke & Circular Response: Nominal allied Dy metal scale-up]
3,molten_salt electrolysis,JP,neodynium,1250000.0,TEA file
3,clay mining,MM,ion adsorption clay,1471571.906354515,TEA file
3,clay refining,MM,dysprosium_oxide,44147.15719063545,Based on Dy content in REO
3,clay refining,MM,neodynium_oxide,250167.2240802676,Based on Nd content in REO
3,hydrochloric acid digestion,MY,dysprosium_oxide,36000.0,TEA file + Dy oxide content in total bastnasite REO content
3,hydrochloric acid digestion,MY,neodynium_oxide,3360000.0000000005,TEA file + Nd oxide content in total bastnasite REO content
3,sulfuric acid digestion,MY,dysprosium_oxide,400000.0,TEA file + Dy oxide content in total bastnasite REO content
3,sulfuric acid digestion,MY,neodynium_oxide,4800000.0,TEA file + Nd oxide content in total bastnasite REO content
3,beneficiation,US,flurocarbonate,56618610.74705111,TEA file
3,beneficiation,US,phosphate,0.0,TEA file
3,chemical transformation,US,neodynium dysprosium iron alloy,1000000.0,TEA file (assumed same as magnet manufacturing)
3,cryogenic,US,neodynium dysprosium iron alloy,200000,[S3+S6: Dy Choke & Circular Response: Aspirational US circular economy ramp-up]
3,direct reuse,US,hp_magnet,150000,[S3+S6: Dy Choke & Circular Response: Aspirational US circular economy ramp-up]
3,hydrochloric acid digestion,US,dysprosium_oxide,0.0,TEA file
3,hydrochloric acid digestion,US,neodynium_oxide,0.0,TEA file
3,hydrometallurgical,US,neodynium dysprosium iron alloy,350000,[S3+S6: Dy Choke & Circular Response: Aspirational US circular economy ramp-up]
3,magnet manufacturing,US,hp_magnet,1000000.0,TEA file
3,magnet-to-magnet recycling,US,hp_magnet,400000,[S3+S6: Dy Choke & Circular Response: Aspirational US circular economy ramp-up]
3,magnet_market_mix,US,hp_magnet,0.0,Not at commercial scale yet?
3,metallothermic reduction,US,dysprosium,0.0,TEA file
3,mining,US,bastnasite,56618610.74705111,TEA file
3,mining,US,monazaite,0.0,TEA file
3,molten_salt electrolysis,US,neodynium,1500000.0,TEA file
3,pyrometallurgical,US,neodynium dysprosium iron alloy,250000,[S3+S6: Dy Choke & Circular Response: Aspirational US circular economy ramp-up]
3,sulfuric acid digestion,US,dysprosium_oxide,0.0,TEA file
3,sulfuric acid digestion,US,neodynium_oxide,0.0,TEA file
3,use phase,US,hp_magnet,0.0,Should be endogeneous to model - see other BLEECAM files
4,beneficiation,AU,flurocarbonate,24983734.54782043,TEA file
4,beneficiation,AU,phosphate,0.0,TEA file
4,clay mining,AU,ion adsorption clay,0.0,"Not yet commercial but possible: TEA file + https://rareearthexchanges.com/news/australia-builds-the-missing-link-a-national-clay-ree-processing-plant-arrives-in-2026/#:~:text=Exchange%20Requests-,Australia%20Builds%20the%20Missing%20Link:%20A%20National%20Clay%2DREE%20Processing,to%20come%20online%20in%202026."
4,clay refining,AU,dysprosium_oxide,0.0,Based on Dy content in REO
4,clay refining,AU,neodynium_oxide,0.0,Based on Nd content in REO
4,hydrochloric acid digestion,AU,dysprosium_oxide,0.0,TEA file
4,hydrochloric acid digestion,AU,neodynium_oxide,0.0,TEA file
4,mining,AU,bastnasite,24983734.54782043,TEA file
4,mining,AU,monazaite,0.0,TEA file
4,sulfuric acid digestion,AU,dysprosium_oxide,0.0,TEA file
4,sulfuric acid digestion,AU,neodynium_oxide,0.0,TEA file
4,clay mining,BR,ion adsorption clay,8760107.81671159,Brazil Serra Verde IAC; all 4 magnet REEs including Dy Tb
4,clay refining,BR,dysprosium_oxide,262803.2345013477,Based on Dy content in REO
4,clay refining,BR,neodynium_oxide,1489218.3288409703,Based on Nd content in REO
4,mining,BR,bastnasite,6738544.474393532,Brazil Serra Verde Pela Ema; Phase 1 2024; HREE-rich IAC deposit - possibly double in 10 years
4,mining,BR,monazaite,0.0,Brazil monazite sands are not exploited at the moment (https://www.questmetals.com/blog/potential-of-rare-earth-elements-in-brazil)
4,mining,CA,bastnasite,5000000.0,"Canada placeholder; 14M MT reserves; DOD-backed projects ramping - planned 5,000 MT in the next couple of years (https://www.iti.gov.nt.ca/en/newsroom/it%E2%80%99s-first-everything-what%E2%80%99s-earth-worth#:~:text=Rare%20Earth%202022.&text=A%20valuation%20of%20the%20rare,oxide%20mined%20annually%20by%202025.), adding 5,000 to year 2"
4,mining,CA,monazaite,0.0,"Main REE deposit imminently exploited is the Nechalacho project mainly constituded of Bastnasite https://www.iti.gov.nt.ca/en/newsroom/nechalacho-first-nwt-mining#:~:text=In%20mid%2DOctober%20of%202021,heavy%20REE%20to%20the%20world. Nechalacho project is the most advanced https://www.facetsjournal.com/doi/10.1139/facets-2025-0148#:~:text=Abstract,(with%20resource%20estimate%20only)."
4,beneficiation,CN,flurocarbonate,170167224.08026755,TEA file
4,beneficiation,CN,phosphate,67424749.1638796,TEA file
4,chemical transformation,CN,neodynium dysprosium iron alloy,240000000.0,TEA file (assumed same as magnet manufacturing)
4,clay mining,CN,ion adsorption clay,27959866.220735785,TEA file
4,clay refining,CN,dysprosium_oxide,41939.8,Based on Dy content in REO [S3+S6: Dy Choke & Circular Response: CN DyOx ramp-down 5% of baseline at t=4]
4,clay refining,CN,neodynium_oxide,4753177.257525084,Based on Nd content in REO
4,hydrochloric acid digestion,CN,dysprosium_oxide,13500.0,TEA file + Dy oxide content in total bastnasite REO content [S3+S6: Dy Choke & Circular Response: CN DyOx ramp-down 5% of baseline at t=4]
4,hydrochloric acid digestion,CN,neodynium_oxide,25200000.000000004,TEA file + Nd oxide content in total bastnasite REO content
4,magnet manufacturing,CN,hp_magnet,240000000.0,TEA file
4,metallothermic reduction,CN,dysprosium,980000.0,TEA file [S3+S6: Dy Choke & Circular Response: CN DyOx ramp-down 5% of baseline at t=4]
4,mining,CN,bastnasite,170167224.08026755,TEA file
4,mining,CN,monazaite,67424749.1638796,TEA file
4,molten_salt electrolysis,CN,neodynium,46000000.0,TEA file
4,sulfuric acid digestion,CN,dysprosium_oxide,18000.0,TEA file + Dy oxide content in total bastnasite REO content [S3+S6: Dy Choke & Circular Response: CN DyOx ramp-down 5% of baseline at t=4]
4,sulfuric acid digestion,CN,neodynium_oxide,7650000.000000001,TEA file + Nd oxide content in total bastnasite REO content
4,chemical transformation,EE,neodynium dysprosium iron alloy,2000000.0,TEA file (assumed same as magnet manufacturing)
4,hydrochloric acid digestion,EE,dysprosium_oxide,40000.0,"Assumed same as subsequent step, process mentions nitric acid a lot but also show HCL in their figure: https://www.hallgartenco.com/pdf/RareEarths/NEO_July2019.pdf"
4,hydrochloric acid digestion,EE,neodynium_oxide,600000.0,"Assumed same as subsequent step, process mentions nitric acid a lot but also show HCL in their figure: https://www.hallgartenco.com/pdf/RareEarths/NEO_July2019.pdf"
4,magnet manufacturing,EE,hp_magnet,2000000.0,"Neo Narva NdFeB plant; 2000 t/yr Phase1A 2025, scaling to 5000"
4,metallothermic reduction,EE,dysprosium,100000,"Neo Silmet Dy metal, https://www.neomaterials.com/neo-opens-state-of-the-art-magnet-facility-europe/#:~:text=Co%2Dfunded%20by%20the%20European,mt/year%20in%20Phase%201B. Not sure if process is indeed metallothermic reduction [S3+S6: Dy Choke & Circular Response: Nominal allied Dy metal scale-up]"
4,molten_salt electrolysis,EE,neodynium,600000.0,"Neo Silmet Nd metal, https://www.neomaterials.com/neo-opens-state-of-the-art-magnet-facility-europe/#:~:text=Co%2Dfunded%20by%20the%20European,mt/year%20in%20Phase%201B. Not sure if process is indeed molten salt electrolysis"
4,sulfuric acid digestion,EE,dysprosium_oxide,0.0,process mentions nitric acid a lot but also show HCL in their figure: https://www.hallgartenco.com/pdf/RareEarths/NEO_July2019.pdf
4,sulfuric acid digestion,EE,neodynium_oxide,0.0,process mentions nitric acid a lot but also show HCL in their figure: https://www.hallgartenco.com/pdf/RareEarths/NEO_July2019.pdf
4,chemical transformation,JP,neodynium dysprosium iron alloy,10000000.0,TEA file (assumed same as magnet manufacturing)
4,magnet manufacturing,JP,hp_magnet,10000000.0,TEA file
4,metallothermic reduction,JP,dysprosium,650000,TEA file [S3+S6: Dy Choke & Circular Response: Nominal allied Dy metal scale-up]
4,molten_salt electrolysis,JP,neodynium,1250000.0,TEA file
4,clay mining,MM,ion adsorption clay,1471571.906354515,TEA file
4,clay refining,MM,dysprosium_oxide,44147.15719063545,Based on Dy content in REO
4,clay refining,MM,neodynium_oxide,250167.2240802676,Based on Nd content in REO
4,hydrochloric acid digestion,MY,dysprosium_oxide,36000.0,TEA file + Dy oxide content in total bastnasite REO content
4,hydrochloric acid digestion,MY,neodynium_oxide,3360000.0000000005,TEA file + Nd oxide content in total bastnasite REO content
4,sulfuric acid digestion,MY,dysprosium_oxide,400000.0,TEA file + Dy oxide content in total bastnasite REO content
4,sulfuric acid digestion,MY,neodynium_oxide,4800000.0,TEA file + Nd oxide content in total bastnasite REO content
4,beneficiation,US,flurocarbonate,56618610.74705111,TEA file
4,beneficiation,US,phosphate,0.0,TEA file
4,chemical transformation,US,neodynium dysprosium iron alloy,1000000.0,TEA file (assumed same as magnet manufacturing)
4,cryogenic,US,neodynium dysprosium iron alloy,350000,[S3+S6: Dy Choke & Circular Response: Aspirational US circular economy ramp-up]
4,direct reuse,US,hp_magnet,200000,[S3+S6: Dy Choke & Circular Response: Aspirational US circular economy ramp-up]
4,hydrochloric acid digestion,US,dysprosium_oxide,0.0,TEA file
4,hydrochloric acid digestion,US,neodynium_oxide,0.0,TEA file
4,hydrometallurgical,US,neodynium dysprosium iron alloy,600000,[S3+S6: Dy Choke & Circular Response: Aspirational US circular economy ramp-up]
4,magnet manufacturing,US,hp_magnet,1000000.0,TEA file
4,magnet-to-magnet recycling,US,hp_magnet,750000,[S3+S6: Dy Choke & Circular Response: Aspirational US circular economy ramp-up]
4,magnet_market_mix,US,hp_magnet,0.0,Not at commercial scale yet?
4,metallothermic reduction,US,dysprosium,0.0,TEA file
4,mining,US,bastnasite,56618610.74705111,TEA file
4,mining,US,monazaite,0.0,TEA file
4,molten_salt electrolysis,US,neodynium,1500000.0,TEA file
4,pyrometallurgical,US,neodynium dysprosium iron alloy,400000,[S3+S6: Dy Choke & Circular Response: Aspirational US circular economy ramp-up]
4,sulfuric acid digestion,US,dysprosium_oxide,0.0,TEA file
4,sulfuric acid digestion,US,neodynium_oxide,0.0,TEA file
4,use phase,US,hp_magnet,0.0,Should be endogeneous to model - see other BLEECAM files
